"Incident Case Id","Date","Clearance Code Inc Type","PGPD Reporting Area","PGPD Sector","PGPD BEAT","Street Number","Street Name","Latitude","Longitude","Location"
"PP24080700001234","08/07/2024","THEFT","842","D","D6","4300 BLOCK","LOTTSFORD VISTA RD","38.94997914135","-76.82659685612","(38.94997914135456,-76.82659685611725)"
"PP24080700001352","08/07/2024","ACCIDENT","124","A","A3","6700 BLOCK","NEW HAMPSHIRE AVE NB","38.97261689603","-76.99654403329","(38.97261689603329,-76.99654403328896)"
"PP24080700001486","08/07/2024","ACCIDENT","402","H","H1",,"OPUS AVE / MARLBORO PIKE EB","38.86992681026","-76.92075677216","(38.86992681026459,-76.92075677216053)"
"PP24080700001493","08/07/2024","THEFT","104","A","A7","9100 BLOCK","RIGGS RD","39.0041128993","-76.96996927261","(39.004112899303436,-76.96996927261353)"
"PP24080700001548","08/07/2024","ACCIDENT","604","J","J6","6300 BLOCK","LIVINGSTON RD","38.80299781263","-76.9886700362","(38.802997812628746,-76.98867003619671)"
"PP24080700001571","08/07/2024","ACCIDENT WITH IMPOUND","645","W","W5",,"SOUTH SPRINGFIELD RD / ACCOKEEK RD","38.68554398417","-76.92174102366","(38.68554398417473,-76.9217410236597)"
"PP24080700001619","08/07/2024","THEFT","413","H","H7","1700 BLOCK","RITCHIE STATION CT","38.8676302284","-76.85054694116","(38.86763022840023,-76.85054694116116)"
"PP24080700001755","08/07/2024","ASSAULT, SHOOTING","515","J","J1","5100 BLOCK","DEAL DR","38.82038623095","-76.99457553029","(38.82038623094559,-76.9945755302906)"
"PP24080700001851","08/07/2024","ACCIDENT","858","E","E2","1100 BLOCK","SHOPPERS WAY","38.90535980463","-76.8482503593","(38.90535980463028,-76.8482503592968)"
"PP24080700001950","08/07/2024","ACCIDENT","206","B","B63","4400 BLOCK","CALVERT RD","38.97852239013","-76.93880136311","(38.97852239012718,-76.93880136311054)"
"PP24080700002056","08/07/2024","ACCIDENT","505","K","K1","5100 BLOCK","ABBOTT DR","38.81841772795","-76.96471995115","(38.818417727947235,-76.9647199511528)"
"PP24080700002088","08/07/2024","ROBBERY, OTHER","419","H","H5","3900 BLOCK","SUITLAND RD","38.86041238904","-76.94798769057","(38.86041238903999,-76.94798769056797)"
"PP24080800000039","08/08/2024","ACCIDENT WITH IMPOUND","423","H","H4",,"BROOKS DR / SILVER HILL RD NB","38.85155414045","-76.92010061443","(38.85155414044857,-76.92010061442852)"
"PP24080800000263","08/08/2024","B & E, RESIDENTIAL","422","H","H4","4600 BLOCK","DAVIS AVE","38.85713155568","-76.92600610852","(38.85713155567646,-76.92600610852242)"
"PP24080800000291","08/08/2024","ACCIDENT","626","W","W1","12800 BLOCK","LAMPTON LN","38.71441531181","-76.99195086956","(38.714415311813354,-76.99195086956024)"
"PP24080800000331","08/08/2024","ACCIDENT","621","J","J6",,"INDIAN HEAD HWY NB / OLD FORT RD","38.75575381517","-76.99293510616","(38.7557538151741,-76.99293510615826)"
"PP24080800000339","08/08/2024","B & E, COMMERCIAL","507","K","K3","3700 BLOCK","BRANCH AVE SB","38.83875890076","-76.9476596117","(38.838758900761604,-76.94765961170197)"
"PP24080800000343","08/08/2024","ACCIDENT WITH IMPOUND","807","D","D2","9600 BLOCK","OLD LAUREL BOWIE RD","39.02182939649","-76.78558644652","(39.02182939648628,-76.78558644652367)"
"PP24080800000359","08/08/2024","B & E, COMMERCIAL","705","E","E5","100 BLOCK","CRAIN HWY SE","38.89617347717","-76.71832935512","(38.89617347717285,-76.71832935512066)"
"PP24080800000388","08/08/2024","ACCIDENT WITH IMPOUND","104","A","A7","1800 BLOCK","FOX ST","39.0080498904","-76.97915561497","(39.00804989039898,-76.97915561497211)"
"PP24080800000440","08/08/2024","AUTO, STOLEN","734","F","F6","9500 BLOCK","CRAIN HWY SE","38.75903464854","-76.80756802857","(38.759034648537636,-76.80756802856922)"
"PP24080800000445","08/08/2024","ACCIDENT","157","A","A7",,"NEW HAMPSHIRE AVE NB / PINEY BRANCH RD","39.00148822367","-76.98210836947","(39.00148822367191,-76.98210836946964)"
"PP24080800000454","08/08/2024","THEFT FROM AUTO","111","A","A6","8000 BLOCK","RIGGS RD","38.98738063872","-76.97521860898","(38.987380638718605,-76.97521860897541)"
"PP24080800000533","08/08/2024","B & E, COMMERCIAL","842","D","D6","4500 BLOCK","LOTTSFORD VISTA RD","38.95194764435","-76.82790920138","(38.95194764435291,-76.82790920138359)"
"PP24080800000574","08/08/2024","B & E, COMMERCIAL","887","D","D1","8800 BLOCK","GREENBELT RD EB","38.99033339322","-76.85284352303","(38.99033339321613,-76.85284352302551)"
"PP24080800000577","08/08/2024","ROBBERY, COMMERCIAL","125","A","A3","6500 BLOCK","NEW HAMPSHIRE AVE NB","38.9690079838","-76.99982486665","(38.96900798380375,-76.99982486665249)"
"PP24080800000581","08/08/2024","AUTO, STOLEN","707","E","E4","9300 BLOCK","WESTPHALIA RD","38.84466439486","-76.84595377743","(38.8446643948555,-76.84595377743244)"
"PP24080800000664","08/08/2024","ACCIDENT WITH IMPOUND","441","H","H2",,"OLD SILVER HILL RD / SILVER HILL RD NB","38.84072738886","-76.94241027534","(38.840727388858795,-76.94241027534008)"
"PP24080800000669","08/08/2024","ACCIDENT","315","G","G4",,"BRIGHTSEAT RD / LANDOVER RD EB","38.91815505922","-76.86006136239","(38.91815505921841,-76.86006136238575)"
"PP24080800000711","08/08/2024","ROBBERY, COMMERCIAL","409","H","H1","6000 BLOCK","WALKER MILL RD WB","38.86434939504","-76.90336836874","(38.8643493950367,-76.90336836874485)"
"PP24080800000776","08/08/2024","THEFT FROM AUTO","928","TRU","C2","3500 BLOCK","POWDER MILL RD WB","39.04282672703","-76.94798769057","(39.04282672703266,-76.94798769056797)"
"PP24080800000867","08/08/2024","ACCIDENT","524","J","J1","5300 BLOCK","INDIAN HEAD HWY SB","38.81743347645","-76.99949677289","(38.81743347644806,-76.99949677288532)"
"PP24080800001020","08/08/2024","AUTO, STOLEN & RECOVERED","828","D","D5","10600 BLOCK","DUVALL ST","38.98508405685","-76.82265986502","(38.98508405685425,-76.8226598650217)"
"PP24080800001037","08/08/2024","ACCIDENT","748","F","F6","12900 BLOCK","CHERRY TREE CROSSING RD","38.71146255732","-76.83939211071","(38.711462557315826,-76.83939211070538)"
"PP24080800001049","08/08/2024","ACCIDENT WITH IMPOUND","424","H","H6",,"FORESTVILLE RD / SUITLAND PKWY NB","38.83121298254","-76.87613745034","(38.83121298253536,-76.87613745033741)"
"PP24080800001192","08/08/2024","ACCIDENT","226","B","B5",,"RIVERDALE RD EB / BALTIMORE WASHINGTON PKWY NB","38.96113397181","-76.90468069911","(38.96113397181034,-76.90468069911003)"
"PP24080800001213","08/08/2024","B & E, OTHER","430","K","K3","3600 BLOCK","SAINT BARNABAS RD SB","38.83974313736","-76.94241027534","(38.83974313735962,-76.94241027534008)"
"PP24080800001354","08/08/2024","AUTO, STOLEN","407","G","G7","8500 BLOCK","ASHWOOD DR","38.88173781335","-76.85842093825","(38.88173781335354,-76.8584209382534)"
"PP24080800001395","08/08/2024","ACCIDENT WITH IMPOUND","656","J","J5","6100 BLOCK","LIVINGSTON RD","38.80562247336","-76.98998236656","(38.80562247335911,-76.98998236656189)"
"PP24080800001518","08/08/2024","AUTO, STOLEN","424","H","H6","6400 BLOCK","HIL MAR DR","38.84269589186","-76.89779093862","(38.84269589185715,-76.8977909386158)"
"PP24080800001544","08/08/2024","ACCIDENT","701","E","E3",,"HARRY S TRUMAN DR NB / CAMPUS WAY S","38.88764330745","-76.83578319848","(38.88764330744743,-76.83578319847584)"
"PP24080800001815","08/08/2024","AUTO, STOLEN","618","F","F1","6800 BLOCK","WESTCHESTER CT","38.79577997327","-76.91419510543","(38.79577997326851,-76.91419510543346)"
"PP24080800001832","08/08/2024","ACCIDENT","815","D","D2",,"GREENBELT RD WB / NORTHERN AVE","38.98967722058","-76.82069136202","(38.98967722058296,-76.82069136202335)"
"PP24080800001962","08/08/2024","THEFT","657","J","J41","6800 BLOCK","OXON HILL RD","38.79479572177","-77.00080911815","(38.79479572176933,-77.00080911815166)"
"PP24080800002011","08/08/2024","THEFT","916","C","C4","8700 BLOCK","CONTEE RD EB","39.0733384788","-76.85415586829","(39.073338478803635,-76.85415586829185)"
"PP24080800002018","08/08/2024","THEFT FROM AUTO","158","B","B7","8400 BLOCK","BALTIMORE AVE SB","38.99492655694","-76.93289586902","(38.99492655694485,-76.93289586901665)"
"PP24080800002039","08/08/2024","ACCIDENT","865","D","D6","9000 BLOCK","ARDMORE RD","38.93751198053","-76.85284352303","(38.9375119805336,-76.85284352302551)"
"PP24080800002130","08/08/2024","ACCIDENT WITH IMPOUND","411","H","H3",,"WALKER MILL RD EB / ADDISON RD S","38.8666459769","-76.89221352339","(38.866645976901054,-76.89221352338791)"
"PP24080800002162","08/08/2024","ACCIDENT WITH IMPOUND","441","H","H2",,"MARLBORO PIKE EB / TANOW PL","38.86238089204","-76.91288277507","(38.862380892038345,-76.91288277506828)"
"PP24080800002224","08/08/2024","AUTO, STOLEN","3,130","G","G7","800 BLOCK","WARLEY DR","38.89912623167","-76.86071753502","(38.89912623167038,-76.86071753501892)"
"PP24080800000248","08/08/2024","AUTO, STOLEN","769","K","K4","6400 BLOCK","AUTH RD","38.81251223385","-76.89647860825","(38.81251223385334,-76.89647860825062)"
"PP24080800000253","08/08/2024","B & E, COMMERCIAL","869","D","D4","12400 BLOCK","FAIRWOOD PKWY","38.96474289894","-76.78853920102","(38.96474289894104,-76.7885392010212)"
"PP24080800000267","08/08/2024","B & E, COMMERCIAL","839","D","D5","9400 BLOCK","ANNAPOLIS RD WB","38.96539905667","-76.8423448652","(38.96539905667305,-76.8423448652029)"
"PP24080800000503","08/08/2024","AUTO, STOLEN","626","W","W1","600 BLOCK","BONHILL DR","38.71310298145","-76.99916869402","(38.71310298144817,-76.99916869401932)"
"PP24080800000530","08/08/2024","THEFT FROM AUTO","868","C","C4","11700 BLOCK","SOUTH LAUREL DR","39.05037264526","-76.83775170147","(39.0503726452589,-76.83775170147419)"
"PP24080800000553","08/08/2024","THEFT","104","A","A7","9100 BLOCK","RIGGS RD","39.0041128993","-76.96996927261","(39.004112899303436,-76.96996927261353)"
"PP24080800000717","08/08/2024","ACCIDENT","205","B","B7","9200 BLOCK","RHODE ISLAND AVE","39.0041128993","-76.92403760552","(39.004112899303436,-76.92403760552406)"
"PP24080800000722","08/08/2024","AUTO, STOLEN & RECOVERED","734","F","F6",,"WOODSTOCK DR E / RHEIMS CT","38.77281413972","-76.78394602239","(38.77281413972378,-76.78394602239132)"
"PP24080800000941","08/08/2024","THEFT FROM AUTO","429","TRU","K2","3400 BLOCK","CURTIS DR","38.84827330709","-76.9456911087","(38.84827330708504,-76.94569110870361)"
"PP24080800001028","08/08/2024","THEFT FROM AUTO","613","J","J6","6800 BLOCK","BOCK RD","38.79610806704","-76.97653093934","(38.796108067035675,-76.97653093934059)"
"PP24080800001058","08/08/2024","ACCIDENT WITH IMPOUND","604","J","J6","6100 BLOCK","OXON HILL RD NB","38.80431014299","-76.97784328461","(38.80431014299393,-76.97784328460693)"
"PP24080800001104","08/08/2024","THEFT","656","J","J5","6100 BLOCK","OXON HILL RD SB","38.80562247336","-76.9807960242","(38.80562247335911,-76.9807960242033)"
"PP24080800001157","08/08/2024","ACCIDENT","839","D","D5","9300 BLOCK","LANHAM SEVERN RD","38.97032031417","-76.84989078343","(38.97032031416893,-76.84989078342915)"
"PP24080800001289","08/08/2024","THEFT","503","K","K2","3500 BLOCK","32ND AVE","38.84236781299","-76.95028427243","(38.84236781299114,-76.95028427243233)"
"PP24080800001345","08/08/2024","THEFT","859","E","E2","800 BLOCK","FARAWAY CT","38.9017508924","-76.82036328316","(38.90175089240074,-76.82036328315735)"
"PP24080800001400","08/08/2024","ACCIDENT","158","B","B7","9300 BLOCK","BALTIMORE AVE SB","39.0080498904","-76.92994311452","(39.00804989039898,-76.92994311451912)"
"PP24080800001509","08/08/2024","AUTO, STOLEN","429","K","K2","3300 BLOCK","CURTIS DR","38.84794522822","-76.94831578434","(38.84794522821903,-76.94831578433514)"
"PP24080800001515","08/08/2024","ACCIDENT","508","K","K3",,"RALEIGH RD / CULVER ST","38.82596364617","-76.95094044507","(38.82596364617348,-76.9509404450655)"
"PP24080800001521","08/08/2024","ACCIDENT","769","K","K4","6400 BLOCK","MAXWELL DR","38.81513689458","-76.89615052938","(38.8151368945837,-76.89615052938461)"
"PP24080800001526","08/08/2024","ACCIDENT","619","K","K6",,"ALLENTOWN RD / TUCKER RD","38.77642306685","-76.95192469656","(38.77642306685448,-76.95192469656467)"
"PP24080800001627","08/08/2024","ACCIDENT","408","H","H1",,"BALBOA AVE / HEATH ST","38.87583230436","-76.92863078415","(38.87583230435848,-76.92863078415394)"
"PP24080800001842","08/08/2024","ACCIDENT","238","B","B5","7600 BLOCK","ANNAPOLIS RD EB","38.95227572322","-76.8823710233","(38.95227572321892,-76.88237102329731)"
"PP24080800001917","08/08/2024","THEFT","657","J","J41","6800 BLOCK","OXON HILL RD","38.79479572177","-77.00080911815","(38.79479572176933,-77.00080911815166)"
"PP24080800001929","08/08/2024","ACCIDENT","829","D","D5",,"HILLMEADE RD / DAISY LN","38.97885048389","-76.79083578289","(38.97885048389435,-76.79083578288555)"
"PP24080800002180","08/08/2024","ACCIDENT WITH IMPOUND","626","W","W1",,"INDIAN HEAD HWY SB / EAST SWAN CREEK RD","38.72557014227","-76.99031044543","(38.725570142269135,-76.9903104454279)"
"PP24080900000012","08/09/2024","AUTO, STOLEN","916","C","C4","12400 BLOCK","BRICKYARD BLVD","39.06119939685","-76.88269911706","(39.06119939684868,-76.88269911706448)"
"PP24080900000048","08/09/2024","ACCIDENT WITH IMPOUND","417","H","H6",,"PENN AVE / WALTERS LN","38.84564864635","-76.89155736566","(38.845648646354675,-76.8915573656559)"
"PP24080900000105","08/09/2024","ACCIDENT","306","G","G6","1500 BLOCK","CABIN BRANCH DR","38.91028106213","-76.90369644761","(38.91028106212616,-76.90369644761086)"
"PP24080900000142","08/09/2024","ROBBERY, COMMERCIAL","407","G","G7","8800 BLOCK","HAMPTON MALL DR N","38.88928373158","-76.85317161679","(38.88928373157978,-76.85317161679268)"
"PP24080900000171","08/09/2024","ACCIDENT WITH IMPOUND","808","D","D2","9500 BLOCK","LAUREL BOWIE RD SB","39.02051706612","-76.76983845234","(39.0205170661211,-76.76983845233917)"
"PP24080900000179","08/09/2024","AUTO, STOLEN","312","G","G2","900 BLOCK","GLEN WILLOW DR","38.90240706503","-76.90041561425","(38.90240706503391,-76.90041561424732)"
"PP24080900000192","08/09/2024","ROBBERY, COMMERCIAL","444","H","H4","4800 BLOCK","SILVER HILL RD NB","38.85056988895","-76.92239719629","(38.850569888949394,-76.92239719629288)"
"PP24080900000300","08/09/2024","AUTO, STOLEN","504","K","K1","4700 BLOCK","ELMTREE CT","38.82596364617","-76.97128161788","(38.82596364617348,-76.97128161787987)"
"PP24080900000319","08/09/2024","AUTO, STOLEN","501","K","K2","3900 BLOCK","25T AVE","38.83613422513","-76.95487745106","(38.83613422513008,-76.9548774510622)"
"PP24080900000323","08/09/2024","ACCIDENT","801","C","C4","11400 BLOCK","LAUREL BOWIE RD","39.04676373303","-76.82495644689","(39.046763733029366,-76.82495644688606)"
"PP24080900000352","08/09/2024","ACCIDENT WITH IMPOUND","704","E","E5","15200 BLOCK","HALL RD","38.90339131653","-76.7399828583","(38.90339131653309,-76.73998285830021)"
"PP24080900000480","08/09/2024","THEFT FROM AUTO","846","D","D6","9500 BLOCK","BALD HILL RD","38.9388243109","-76.82758110762","(38.93882431089878,-76.82758110761642)"
"PP24080900000492","08/09/2024","AUTO, STOLEN","843","TRU","D5","11300 BLOCK","MAIDEN DR","38.94735448062","-76.81084886193","(38.9473544806242,-76.81084886193275)"
"PP24080900000603","08/09/2024","AUTO, STOLEN","244","B","B4",,"69TH PL / BUCHANAN ST","38.94604215026","-76.89746285975","(38.94604215025902,-76.8974628597498)"
"PP24080900000631","08/09/2024","AUTO, STOLEN","871","D","D6","4800 BLOCK","JEFFERSON ST","38.94308939576","-76.85546819866","(38.94308939576149,-76.85546819865704)"
"PP24080900000655","08/09/2024","AUTO, STOLEN","501","K","K2","2500 BLOCK","FAIRLAWN ST","38.83843080699","-76.95684593916","(38.83843080699444,-76.9568459391594)"
"PP24080900000673","08/09/2024","ACCIDENT","156","A","A4","7900 BLOCK","NEW HAMPSHIRE AVE SB","38.98967722058","-76.98801386356","(38.98967722058296,-76.98801386356354)"
"PP24080900000678","08/09/2024","ACCIDENT","440","H","H7",,"MARLBORO PIKE / FORESTVILLE RD NB","38.84466439486","-76.87384086847","(38.8446643948555,-76.87384086847305)"
"PP24080900000920","08/09/2024","THEFT FROM AUTO","124","TRU","A3","6700 BLOCK","NEW HAMPSHIRE AVE NB","38.97163264453","-76.99621593952","(38.97163264453411,-76.99621593952179)"
"PP24080900000982","08/09/2024","THEFT FROM AUTO","444","TRU","H4",,"HIL MAR DR / REGENCY PKWY","38.84499247372","-76.90533685684","(38.844992473721504,-76.90533685684204)"
"PP24080900001258","08/09/2024","ACCIDENT WITH IMPOUND","6,010","J","J41","200 BLOCK","MONUMENT AVE SB","38.79512381554","-77.01065161824","(38.7951238155365,-77.01065161824226)"
"PP24080900001366","08/09/2024","ACCIDENT","423","H","H4","5200 BLOCK","SILVER HILL RD SB","38.85352264345","-76.91780403256","(38.85352264344692,-76.91780403256416)"
"PP24080900001379","08/09/2024","ACCIDENT","633","F","F4","8900 BLOCK","WOODYARD RD NB","38.76756480336","-76.88565185666","(38.76756480336189,-76.88565185666084)"
"PP24080900001487","08/09/2024","ASSAULT","508","K","K3",,"RALEIGH RD / SAINT BARNABAS RD NB","38.82333897054","-76.94995619357","(38.823338970541954,-76.94995619356632)"
"PP24080900001592","08/09/2024","ACCIDENT WITH IMPOUND","413","H","H7","1700 BLOCK","RITCHIE STATION CT","38.8656617254","-76.85153119266","(38.86566172540188,-76.85153119266033)"
"PP24080900001624","08/09/2024","ACCIDENT","441","H","H2",,"MARLBORO PIKE EB / SILVER HILL RD SB","38.85713155568","-76.90468069911","(38.85713155567646,-76.90468069911003)"
"PP24080900001690","08/09/2024","AUTO, STOLEN","916","C","C4","9100 BLOCK","CONTEE RD EB","39.0733384788","-76.8492346108","(39.073338478803635,-76.84923461079597)"
"PP24080900001750","08/09/2024","ACCIDENT","441","H","H2","5800 BLOCK","MARLBORO PIKE EB","38.85811580718","-76.90763343871","(38.858115807175636,-76.9076334387064)"
"PP24080900001854","08/09/2024","ACCIDENT","904","C","C5","13800 BLOCK","BRIARWOOD DR","39.0812124759","-76.85284352303","(39.08121247589588,-76.85284352302551)"
"PP24080900001880","08/09/2024","ACCIDENT","169","B","B7","4700 BLOCK","CHERRY HILL RD WB","39.01658006012","-76.92895886302","(39.0165800601244,-76.92895886301994)"
"PP24080900001893","08/09/2024","ACCIDENT","412","H","H3",,"WALKER MILL RD EB / RITCHIE RD SB","38.87287956476","-76.85678052902","(38.872879564762115,-76.85678052902222)"
"PP24080900001907","08/09/2024","ACCIDENT WITH IMPOUND","308","G","G6",,"LANDOVER RD EB / FIRE HOUSE RD","38.92734138668","-76.88105869293","(38.927341386675835,-76.88105869293213)"
"PP24080900002094","08/09/2024","ACCIDENT","614","K","K6","6700 BLOCK","BOCK RD","38.79906080663","-76.97784328461","(38.79906080663204,-76.97784328460693)"
"PP24080900002105","08/09/2024","ACCIDENT","104","A","A7",,"NEW HAMPSHIRE AVE NB / METZEROTT RD","39.0041128993","-76.9807960242","(39.004112899303436,-76.9807960242033)"
"PP24080900002114","08/09/2024","ACCIDENT","440","H","H7",,"FORESTVILLE RD NB / MARLBORO PIKE","38.84466439486","-76.87384086847","(38.8446643948555,-76.87384086847305)"
"PP24080900000168","08/09/2024","AUTO, STOLEN","616","K","K6","4100 BLOCK","BUCK CREEK RD","38.8013573885","-76.93650478125","(38.8013573884964,-76.93650478124619)"
"PP24080900000195","08/09/2024","THEFT FROM AUTO","104","A","A7","9100 BLOCK","RIGGS RD","39.00444097817","-76.96865694225","(39.00444097816944,-76.96865694224834)"
